Frame,Object,X,Y
221,0,143.74777221679688,518.4014892578125
222,0,163.5376434326172,517.1329345703125
223,0,147.44192504882812,518.3764038085938
224,0,142.44927978515625,517.9444580078125
225,0,143.16690063476562,518.3289794921875
226,0,143.75381469726562,518.0230255126953
227,0,143.43264770507812,517.6927032470703
228,0,143.7838134765625,516.9499359130859
229,0,143.861572265625,517.644775390625
230,0,143.38949584960938,517.0990600585938
231,0,143.92257690429688,517.3106689453125
232,0,143.20640563964844,518.7081909179688
233,0,142.78997802734375,517.9897308349609
234,0,148.06671142578125,519.6910247802734
235,0,148.71353149414062,518.3728637695312
236,0,149.15797424316406,518.693603515625
237,0,148.19970703125,519.2332763671875
238,0,147.2737274169922,519.4957885742188
239,0,147.59939575195312,518.9560546875
240,0,144.06524658203125,518.8173370361328
241,0,143.37832641601562,518.7651977539062
242,0,143.11026000976562,518.7811279296875
243,0,142.79278564453125,518.1869506835938
244,0,142.98876953125,519.4111480712891
245,0,145.06527709960938,520.497802734375
254,0,336.32847595214844,359.874267578125
255,0,336.59417724609375,359.76727294921875
262,0,148.43411254882812,519.853515625
263,0,143.78875732421875,518.0398559570312
264,0,143.0233154296875,518.576904296875
265,0,142.7855224609375,518.3707275390625
266,0,142.22457885742188,518.1663055419922
267,0,142.58197021484375,518.8732299804688
268,0,142.92327880859375,518.42333984375
269,0,143.33633422851562,518.7453002929688
270,0,143.9841766357422,518.6952514648438
271,0,143.19911193847656,517.9478302001953
272,0,143.12709045410156,519.0582885742188
273,0,142.45504760742188,517.6810760498047
274,0,142.8382110595703,517.6158447265625
275,0,142.03375244140625,517.8445434570312
276,0,143.47784423828125,516.8895263671875
277,0,143.62176513671875,517.5708618164062
278,0,143.54678344726562,518.2254028320312
279,0,144.4193572998047,518.7368774414062
280,0,144.54718017578125,518.6671142578125
281,0,143.7886505126953,519.0012817382812
282,0,143.1820068359375,518.6163330078125
283,0,143.62164306640625,519.5825347900391
284,0,144.06588745117188,519.2036743164062
285,0,145.40374755859375,519.1751098632812
286,0,147.0072784423828,519.376708984375
287,0,146.0619659423828,518.1084442138672
288,0,337.98726654052734,360.0
291,0,176.42169189453125,515.8435668945312
292,0,176.7233657836914,515.0221557617188
293,0,175.41446685791016,516.351318359375
294,0,172.25777435302734,516.3423461914062
295,0,178.20601654052734,518.362548828125
296,0,178.72428131103516,518.508544921875
297,0,180.69357299804688,517.2503662109375
298,0,179.59142303466797,518.75048828125
299,0,176.91657257080078,517.140380859375
300,0,171.51224517822266,516.6593017578125
301,0,171.08255004882812,515.6718139648438
302,0,168.2450408935547,515.5791015625
303,0,166.86953735351562,515.3516235351562
304,0,162.74142456054688,516.9712524414062
305,0,158.0054931640625,517.3841094970703
306,0,152.35427856445312,517.5938720703125
307,0,145.8145751953125,517.9423828125
308,0,143.6530303955078,517.99462890625
309,0,145.04208374023438,518.6781005859375
310,0,143.3045654296875,517.3787078857422
311,0,143.1761016845703,518.3934478759766
312,0,157.58958435058594,518.4184112548828
313,0,153.4942626953125,519.7579498291016
314,0,153.93487548828125,518.8111572265625
316,0,144.194580078125,518.3096923828125
317,0,144.72430419921875,517.7929229736328
318,0,159.18695068359375,517.4961547851562
319,0,165.16944885253906,517.6571044921875
320,0,151.36044311523438,517.9661865234375
321,0,162.91342163085938,517.4376831054688
322,0,156.9345703125,517.367919921875
323,0,144.48568725585938,516.9913940429688
324,0,143.00405883789062,517.5257568359375
325,0,142.88717651367188,517.343017578125
326,0,144.003173828125,516.56884765625
327,0,143.0638427734375,516.613525390625
328,0,145.10476684570312,519.6456298828125
329,0,146.48870849609375,519.2406616210938
330,0,146.2240753173828,518.9853668212891
331,0,145.93319702148438,518.9765625
332,0,144.61703491210938,519.1525268554688
333,0,144.3876190185547,518.66357421875
334,0,147.56021118164062,518.7696533203125
335,0,146.3630828857422,518.3460845947266
336,0,147.14993286132812,518.0438995361328
337,0,146.78286743164062,518.0367431640625
338,0,147.02291870117188,518.017822265625
339,0,142.5280990600586,520.7309112548828
345,0,370.7373046875,358.9815368652344
354,2,8.624411582946777,263.6092224121094
366,0,312.00108337402344,360.0
367,0,305.1763916015625,360.0
368,0,297.66845703125,360.0
370,0,276.01275634765625,360.0
373,0,290.171630859375,358.00543212890625
374,0,306.6326141357422,357.517333984375
398,0,344.50572204589844,358.41729736328125
